report	provider_number	npi	fy_start	fy_end	date_processed	date_created	status	year	data_source	beds	tot_charges	net_pat_rev	tot_discounts	tot_operating_exp	ip_charges	icu_charges	ancillary_charges	tot_discharges	mcare_discharges	mcaid_discharges	tot_mcare_payment	secondary_mcare_payment	street	city	state	zip	county	name	uncomp_care	cost_to_charge	new_cap_ass	cash	fixed_assets	depr_land	depr_bldg	depr_lease	depr_fixed_equip	depr_auto	depr_major_equip	depr_minor_equip	current_assets	current_liabilities	pps_ip_charges	pps_op_charges	pps_mcare_cost	pps_pgm_cost
290450	143301		07/01/2009	06/30/2010	04/19/2013	03/27/2013	4	2009	v1996	49	49302311	42598880	6703431	46655356	15948407		12492952	894	1	832			65TH AT LAKE MICHIGAN	CHICAGO	IL	60649	COOK	LARABIDA CHILDREN S HOSPITAL			4941334	6600776	22030156		26722276						15706891	7046384	28405326	17137923	10484	9915
290451	100047		10/01/2008	09/30/2009	04/19/2013	04/01/2013	2	2009	v1996	156	543310983	125843927	417467056	101164882	40784205		333122650	7960	4899	283	44799203	23392	809 E. MARION AVE	PUNTA GORDA	FL	33950	CHARLOTTE	CHARLOTTE REGIONAL MEDICAL CENTER	24510821	.185578	7757588	-727875	72783087	330745	18372219	136349	5831798	54513	34922196	33517	18130078	6657425	413882642	139375640	47424539	43900871
290452	150046		09/01/2009	08/31/2010	04/19/2013	04/01/2013	3	2009	v1996	172	405302269	115799593	289502676	96886792	15638954	6235830	182441843	5595	2623	1792	24773477	3700	3901 HOSPITAL LANE	TERRE HAUTE	IN	47802	VIGO	TERRE HAUTE REGIONAL HOSPITAL	6524319	.236771	2200511	5939	42293703	2460629	19022868	3754687	14006797	337030	42757635		20438041	8106701	214834793	190335533	28511851	25755036
290453	260047		07/01/2009	06/30/2010	04/19/2013	04/01/2013	2	2009	v1996	100	369951594	158226895	211724699	149879638	28851808	3717461	118288299	7148	3473	353	34035573	26542	1125 SOUTH MADISON STREET	JEFFERSON CITY	MO	65102	COLE	CAPITAL REGION MEDICAL CENTER	9175332	.323614	7967015	5944333	73684450		119138598						28694218	20173098	156203854	158007514	32016083	28941414
290501	342017		10/01/2008	09/30/2009	04/19/2013	03/27/2013	2	2009	v1996	34	31814826	13290796	18524030	12593768	15245885		16568941	315	248				428 BILTMORE AVENUE	ASHEVILLE	NC	28801	BUNCOMBE	ASHEVILLE SPECIALTY HOSPITAL  LLC			19767	419443	189362			1927			647174		2823493	2248596	31814827		10115547	9451650
290513	521313		10/01/2008	09/30/2009	04/19/2013	03/25/2013	4	2009	v1996	18	201862157	107882184	93979973	92511332	20124311		57264015	479	284	27			401 W MOHAWK DRIVE	TOMAHAWK	WI	54487-2218	LINCOLN	SACRED HEART HOSPITAL			123249	11449727	73316223	403090	11340428	311377	3066233	563399	43571422		38567754	16616784	4576942	15045980	1526374	
290519	252005		01/01/2009	12/31/2009	04/19/2013	04/01/2013	4	2009	v1996	61	23064477	10425738	12638739	11297983	6756852		16307625	276	235				1520 BROAD AVE	GULFPORT	MS	39501-	HARRISON	SSH - GULF COAST		.497757		2000	5184586		2021184				2022838		615096	802504	21958165	34426	9310571	7759997
290520	362027		12/01/2008	11/30/2009	04/19/2013	04/01/2013	4	2009	v1996	60	47072702	20153969	26918733	20869428	13425058		33647644	430	250	52			200 EAST MARKET STREET	AKRON	OH	44308-	SUMMIT	SSH - AKRON  LLC		.415837	1143242		2249230		12541				981860		1783448	849621	47072702	74423	10751021	9140786
290529	110186		07/01/2009	06/30/2010	04/19/2013	04/02/2013	2	2009	v1996	169	323254751	71179583	252075168	77905971	10331598	2092111	138189491	7282	1397	483	12418624	11406	616 WEST 19TH STREET	COLUMBUS	GA	31902	MUSCOGEE	DOCTORS HOSPITAL INC	22892031	.211665	2455310	-14286	58782368		8098865						23492291	8517784	149864189	173390563	12870822	11068596
290530	110201		07/01/2009	06/30/2010	04/19/2013	04/02/2013	2	2009	v1996	103	166990556	45278616	121711940	47333517	8869519	3093551	79842001	2755	1349	135	13133760	27760	400 CHARTER BLVD	MACON	GA	31210	MACON	COLISEUM NORTHSIDE HOSPITAL	6703708	.247837	480657	905	16916020	261683	8188158	697437	9025535		14699127	1064185	9539839	3709901	93577876	73412630	14177795	13133728
290531	440061		01/01/2009	01/31/2010	04/19/2013	04/02/2013	2	2009	v1996	70	160285667	36310396	123975271	31676659	8640734	2190062	61611814	2771	1565	540	9688907	11399	161 MT PELIA ROAD	MARTIN	TN	38237	WEAKLEY	VOLUNTEER COMMUNITY HOSPITAL	4699336	.15337	187072	-366593	9885932	78685	2278945	280310	1277119	1919	3356608	689118	4767621	3241967	72442610	87843057	8633337	8106356
290532	250002		10/01/2008	09/30/2009	04/19/2013	03/19/2013	2	2009	v1996	48	36381863	16632175	19749688	17887405	2534393	69378	10992930	1270	977	101	4603860		1777 CURTIS DRIVE	IUKA	MS	38852	TISHOMINGO	TISHOMINGO HEALTH SERVICES	4046442	.383246	656448	269078	7582067						8603372		3318580	1736084	14565668	19894348	5139821	4726100
290535	250060		10/01/2008	09/30/2009	04/19/2013	03/28/2013	2	2009	v1996	12	21589908	10246510	11343398	9606802	433775		3202579	511	274	154	1106193		809 S. MAIN	FAYETTE	MS	39069-0577	JEFFERSON	JEFFERSON COUNTY HOSPITAL		.400795	17201	1269368	164588	59574	530644		484886	91865	845652	36398	9256287	481016	7697878	10054210	790983	784398
290536	250061		10/01/2008	09/30/2009	04/19/2013	03/19/2013	2	2009	v1996	26	21839977	16554537	5285440	16887993	938147		4421255	974	629	95	2663228	2296	HIGHWAY 7 SOUTH	WATER VALLEY	MS	38965	YALOBUSHA	YALOBUSHA COUNTY HOSPITAL	1045901	.724356	2879259	1486892	9763562	233252	4027216		64041	323822	3184015		5094896	2842194	12905948	7026710	1846261	1711294
290538	250112		10/01/2008	03/12/2009	04/19/2013	03/19/2013	2	2009	v1996	21	8605204	6278657	2326547	6141520	397844		1376457	450	142	22	670132	1998	140 BURKE-CALHOUN CITY ROAD	CALHOUN CITY	MS	38916	CALHOUN	CALHOUN HEALTH SERVICES		.67309	387598	709788	2543707	185518	2580170		422668		1951649		5689617	1228471	5877044	3324267	726289	667792
290546	270086		01/01/2009	06/30/2009	04/19/2013	03/23/2013	2	2009	v1996	20	12169442	6570006	5599436	7095550	608713		5202761	285	103	14	749357		1411 9TH STREET SOUTH	GREAT FALLS	MT	59405	CASCADE	CENTRAL MONTANA  HOSPITAL		.559369		173237	1923319						871599		4920136	3477440	5811474	6357968	1307379	1163416
290552	380037		01/01/2009	12/31/2009	04/19/2013	03/23/2013	2	2009	v1996	40	151088986	76871202	74217784	72664874	7651878	2372223	28368099	2113	390	431	3533054		1001 PROVIDENCE DRIVE	NEWBERG	OR	97132	YAMHILL	PROVIDENCE NEWBERG MEDICAL CENTER		.458504	2235177	24350778	57129890	326627	3458148		3999976		13778769	2832879	33893506	4810971	36571554	92101644	5607579	5097419
290554	380061		01/01/2009	12/31/2009	04/19/2013	03/23/2013	2	2009	v1996	329	1088336497	540067601	548268896	563398768	107954745	24837023	420933325	20040	4095	1306	50416207	44618	4805 NE GLISAN	PORTLAND	OR	97213	MULTNOMAH	PROVIDENCE PORTLAND MEDICAL CENTER		.389259	27814813	1456752	301147885	2009919	125396716	84095	33265688		97450687	6740204	128455938	45625159	572774988	460272123	54690931	49596499
290557	130028		02/01/2009	12/31/2009	04/19/2013	04/02/2013	2	2009	v1996	145	297485446	158895305	138590141	154841104	20714367	13861132	116901136	7121	2130	1374	28786096	41327	651 MEMORIAL DRIVE	POCATELLO	ID	83201-4004	BANNOCK	PORTNEUF MEDICAL CENTER	11224022	.445352	10746505	1271916	107086137		10995429						155202499	22082473	156258649	131609317	25438283	23102880
290581	140046		01/01/2009	12/31/2009	04/19/2013	03/28/2013	2	2009	v1996	135	289849244	129873909	159975335	112045515	13508005	3236799	126954910	6915	3654	1269	31005024	26427	605 NORTH 12TH STREET	MT. VERNON	IL	62864	JEFFERSON	GOOD SAMARITAN REGIONAL HEALTH CTR.	15274955	.328593	2708282	36868442	32874245	826867	8365856		1139280		39390552		58245593	5893507	145330267	134583970	34287979	32241261
290588	150011		07/01/2009	06/30/2010	04/19/2013	04/03/2013	2	2009	v1996	97	305601860	130827533	174774327	117537604	13083672	6747591	65381678	5096	2315	485	19322819	3246	441 WABASH AVENUE	MARION	IN	46952	GRANT	MARION GENERAL HOSPITAL		.351713	5815713	16146917	66824056	1150388	46748551	170959	941677	649737	44404364		40836649	12615139	88522471	205101674	20777275	18289392
290589	153028		01/01/2009	12/31/2009	04/19/2013	04/02/2013	2	2009	v1996	90	65948195	34687970	31260225	34459627	26782227		27445238	1519	715	190			4141 SHORE DRIVE	INDIANAPOLIS	IN	46254	MARION	REHABILITATION HOSPITAL OF INDIANA			669442	1753507	10686267	100217	8085382	64819	1641005		5901452		-6082967	-6136596	53757001	12037998	11951396	11390431
290599	240207		01/01/2009	12/31/2009	04/19/2013	03/26/2013	2	2009	v1996	160	446525783	193968415	252557368	170325698	97629616	14956829	124368806	11865	2594	360	22529787	68683	201 E NICOLLET BLVD	BURNSVILLE	MN	55337	DAKOTA	FAIRVIEW RIDGES HOSPITAL	12204984	.359042	7001892	6951491	70090830	1112603	25919382	194083			20443137		34655467	20518107	251126356	186171352	25453929	23307183
290605	190176		01/01/2009	12/31/2009	04/19/2013	04/02/2013	5	2009	v1996	337	1369519101	372957362	996561739	335059495	74118633	79375036	691815252	13171	2497	117	55357172		1415 TULANE AVENUE	NEW ORLEANS	LA	70112	ORLEANS	TULANE UNIVERSITY HOSPITAL & CLINICS	35768379	.17671	6071316	-773864	90919634	875555	114108755	6819531	8891003		92586547	3322262	73055286	23927334	847554733	558545084	31692381	29875627
290606	040016		07/01/2009	06/30/2010	04/19/2013	04/02/2013	3	2009	v1996	422	1300126936	545702774	754424162	549408406	84604875	44687056	522650155	22596	5767	5104	100309652	371635	4301 WEST MARKHAM	LITTLE ROCK	AR	72205	PULASKI	UNIV OF AR FOR MED SCI MED CTR	147751289	.4349		1680962276	116825							7239	1768685260	6899352	650668189	642801741	87401276	80844247
290609	250117		10/01/2008	09/30/2009	04/19/2013	04/03/2013	2	2009	v1996	55	95942345	40763772	55178573	42031336	5359556	870642	31920459	3067	977	964	5534490	5094	801 GOODYEAR BLVD	PICAYUNE	MS	39455	PEARL RIVER	HIGHLAND COMMUNITY HOSPITAL		.266936	346832	551459	2002243			427617	3984		1700178		9035185	16509232	36004979	50489039	5148574	4831042
290621	230029		07/01/2009	06/30/2010	04/19/2013	04/04/2013	2	2009	v1996	361	956022599	362471370	593551229	365722252	67993930	31733890	402290205	20344	7399	1733	103107126	115234	44405 WOODWARD AVE.	PONTIAC	MI	48341	OAKLAND	ST. JOSEPH MERCY-OAKLAND	24509110	.325737		166509559	166435857	1650210	127303419	2047368			111756262		218176888	43374867	501068162	398357912	76027931	73487152
290623	230244		10/01/2008	09/30/2009	04/19/2013	04/04/2013	2	2009	v1996	230	313570437	141003959	172566478	130028681	32408165	5137410	107174334	8395	3988	856	42586041	78233	6245 INKSTER ROAD	GARDEN CITY	MI	48135	WAYNE	GARDEN CITY HOSPITAL OSTEOPATHIC		.363756	4566863	6724789	53669331	617034	25066040		7049631	206933	43528834		44695162	12985274	149245471	164324969	31121032	29386275
290624	192046		01/01/2009	05/21/2009	04/19/2013	03/29/2013	2	2009	v1996	40	7432391	3020357	4412034	2981806	2682800		4749591	124	89	2			 621 SOUTH COLUMBIA STREET	BOGALUSA	LA	70427	WASHINGTON	GULF STATES LTAC OF WASHINGTON				1227313	289377				33870		34396		4641516	2854045	7432391		2037779	1676972
290641	060107		07/01/2009	06/30/2010	04/19/2013	04/03/2013	4	2009	v1996	24	112005287	112005287		209896907	562869		414560	124	5	59	53023		1400 JACKSON ST	DENVER	CO	80206	DENVER	NATIONAL JEWISH HEALTH	2927523	.687123	5389643	6886000	88024000		49828204				44995796		36636000	23714000	978555	111026733	609490	546780
290656	190005		07/01/2009	06/30/2010	04/19/2013	03/26/2013	3	2009	v1996	205				374148377				11681	1059	5508	22487503		1541 TULANE AVENUE	NEW ORLEANS	LA	70112	ORLEANS	MEDICAL CENTER OF LA AT NEW ORLEANS		.560697													388838651	217628377	16313964	15666742
290658	250124		01/01/2009	12/31/2009	04/19/2013	04/03/2013	2	2009	v1996	53	47785991	24502587	23283404	24185913	3825474		9750256	1975	1012	404	4677275		300 S.E. THIRD AVENUE	MAGEE	MS	39111	SIMPSON	MAGEE GENERAL HOSPITAL		.382908	7294869	1490952	13378787	211385	2319554	13463	2501274		6462079		7354462	1780935	15244735	25975802	3950879	3599119
290667	011302		10/01/2008	09/30/2009	04/19/2013	03/15/2013	2	2009	v1996	25	18803983	9172807	9631176	10033092	1534855		3204939	427	311	28			211 HOSPITAL ROAD	RED BAY	AL	35582-	FRANKLIN	RED BAY HOSPITAL	1462930	.462796	222223	505905	1056576							3350308	2797063	4948730	4702680	8748963	1079450	
290699	190014		01/01/2009	12/31/2009	04/19/2013	04/08/2013	4	2009	v1996	140	136550785	41030682	95520103	32782987	4576036	2497725	45428272	2826	1006	942	7702930	33491	1125 MARGUERITE STREET	MORGAN CITY	LA	70308	ST. MARY	TECHE REGIONAL MEDICAL CENTER	8852580	.208302	1941641	104662	30732891	499221	4776820	41698	304146		3858378	1558464	6644019	2874839	56536062	79435582	6681960	6139385
290749	141332		07/01/2009	06/30/2010	04/19/2013	04/02/2013	2	2009	v1996	25	28229832	16861504	11368328	15953554	2429271		3726377	486	374	29			1200 EAST TREMONT	HILLSBORO	IL	62049	MONTGOMERY	HILLSBORO AREA HOSPITAL			7841999	365283	13380587	485403	5000049		159913		4348238		3537816	2282040	4756864	21148746	1259227	
290750	144038		07/01/2009	06/30/2010	04/19/2013	04/02/2013	2	2009	v1996	113				38647975				295	60	56			1000 NORTH MAIN	ANNA	IL	62906	UNION	CHOATE MENTAL HEALTH CENTER			150643	1									1	1	799350		1849317	1781455
290759	190011		07/01/2009	06/30/2010	04/19/2013	04/02/2013	2	2009	v1996	132	126185199	77875142	48310057	84505108	13573694	9003213	37417339	5847	534	3845	4543915		4864 JACKSON STREET	MONROE	LA	71210	OUCHITA	E.A. CONWAY MEDICAL CENTER		.664621	188732	21056011									36969094	5433440	72272973	53912226	4792618	4710329
290761	190015		07/01/2009	06/30/2010	04/19/2013	03/27/2013	2	2009	v1996	255	1240400362	260887917	979512445	254747018	51651416	32933257	687772541	12992	4814	4693	48802779	14856	15790 PAUL VEGA MD DRIVE	HAMMOND	LA	70404	TANGIPAHOA	NORTH OAKS MEDICAL CENTER		.170793	14377032	7438898	123896113		79420575		8228013		75709451		90462156	31413188	780239203	387022721	56414371	52145511
290772	070018		10/01/2008	09/30/2009	04/19/2013	03/28/2013	2	2009	v1996	184	829881000	270245000	559636000	283532000	85959010	14154436	262420602	12931	4357	573	46462573		5 PERRYYRIDGE ROAD	GREENWICH	CT	06830	FAIRFIELD	GREENWICH HOSPITAL	32932572	.276266	25744000	32032000	243638000	477003	46109142	2116404	22064384		83056479		103328000	10955000	351359637	435651755	54366197	50310234
290832	240056		01/01/2009	12/31/2009	04/19/2013	04/01/2013	2	2009	v1996	105	232881202	119673698	113207504	117048762	19220830	4666590	68269054	5918	1908	149	14956976	28383	500 SOUTH MAPLE STREET	WACONIA	MN	55387	CARVER	RIDGEVIEW MEDICAL CENTER	292359	.39904	24306398	7026727	77291165	3323645	26506849				39369296	3411	84347596	20698711	93049086	138486616	17345760	15687408
290834	240063		09/01/2009	08/31/2010	04/19/2013	03/28/2013	3	2009	v1996	255	693619078	246714869	446904209	231380917	70202086	66271450	369593481	13959	5007	2060	58240076	44212	45 WEST 10TH STREET	ST PAUL	MN	55102	RAMSEY	HEALTHEAST ST JOSEPH S HOSPITAL	7830776	.31057	17003225	24000	126119000	284202	41090517	5819612	2428481		24975319		34693000	13032000	497783835	235428118	74894516	68633487
290894	150169		01/01/2009	12/31/2009	04/19/2013	04/10/2013	2	2009	v1996	308	709845707	319000265	390845442	304257754	79097289	39078953	237485067	10700	3642	1792	35479633	26535	7150 CLEARVISTA PARKWAY	INDIANAPOLIS	IN	46256	MARION	COMMUNITY HOSPITAL NORTH	27440680	.355116	11302366	9168	215876332						139538873		49731685	960	340839713	318005120	45846218	40784411
290896	100248		03/01/2009	02/28/2010	04/19/2013	04/10/2013	3	2009	v1996	353	1264798375	243441052	1021357323	223339866	103240789	30400700	828078851	17548	7964	725	70942293	37537	201 14TH. ST	LARGO	FL	33770	PINELLAS	LARGO MEDICAL CENTER	52795348	.144432	14361188	62752	88942406	1722491	16621414	1328237	17420789		39796177	5569820	42520562	25008938	995172153	269258377	70243159	64665499
290897	161373		07/01/2009	06/30/2010	04/19/2013	04/10/2013	4	2009	v1996	16	20628035	12890247	7737788	15177660	700747		3265756	353	241	7			211 SHELLWAY DRIVE	MOUNT AYR	IA	50854	RINGGOLD	RINGGOLD COUNTY HOSPITAL			22352613	437498	22439890	44631	603981				1422834		4721241	2672991	4003762	11883895	2045334	
290898	260195		06/01/2009	05/31/2010	04/19/2013	04/10/2013	2	2009	v1996	52	197905864	82951933	114953931	88103907	4820631	2701725	39670447	2801	1140	546	10184020		1500 NORTH OAKLAND	BOLIVAR	MO	65613	POLK	CITIZENS MEMORIAL HOSPITAL DISTRICT	9882569	.367162	2160154	4150720	16110823	972453	13636936				23701044		24949865	15346956	49083345	118043332	7885324	7299828
290918	330047		01/01/2009	06/30/2009	04/19/2013	04/08/2013	2	2009	v1996	133	116991340	49037036	67954304	51295372	11771134	901121	27132387	2908	1312	514	9144240		427 GUY PARK AVENUE	AMSTERDAM	NY	12010	MONTGOMERY	ST. MARY S HOSPITAL AT AMSTERDAM	4798312	.408355	1974489	6356453	53390419	753099	10699276	5035			4317543		24434330	18347334	41855975	71923504	9342894	8824116
290956	040069		01/01/2009	03/12/2009	04/19/2013	03/22/2013	2	2009	v1996	148	10884874	1224554	9660320	3121128	1117834	172800	2795461	520	133	134	794660		1520 NORTH DIVISION ST	BLYTHEVILLE	AR	72315	MISSISSIPPI	GREAT RIVER MEDICAL CENTER		.259232		-1125585	5429732								-2951760	814946	4906464	5978410	587628	501021
291038	150038		01/01/2009	12/31/2009	04/19/2013	04/11/2013	2	2009	v1996	61	137567677	50931950	86635727	50757825	6972611	4483868	20470236	1299	763	369	5333266		2209 JOHN R WOODEN DRIVE	MARTINSVILLE	IN	46151	MORGAN	MORGAN COUNTY HOSPITAL	952663	.284924	1115880	8173686	20462329		42721837						27337369	16635041	36888962	98507356	6248944	5469238
291039	150042		01/01/2009	12/31/2009	04/19/2013	04/10/2013	2	2009	v1996	192	320433425	141392438	179040987	143450524	20216379	5585040	267350093	6235	3531	659	25014269	10673	520 SOUTH 7TH STREET	VINCENNES	IN	47591	KNOX	GOOD SAMARITAN HOSPITAL	23549577	.418234	5138627	7607683	77528193	2845754	40587938				92062074		91354719	15849032	122243172	150406880	33568186	30922756
291040	150150		04/01/2009	03/31/2010	04/19/2013	04/11/2013	2	2009	v1996	122	327756452	134595905	193160547	104609776	26576680	14835200	106534708	5682	904	173	7064584	36210	2520 E. DUPONT ROAD	FORT WAYNE	IN	46825	ALLEN	DUPONT HOSPITAL	9587549	.241831	1746766	26894	77834226	74996	3240543	67454	222795		9415838	2016771	24024542	-86678426	148369185	179387277	8423141	7381892
291042	450203		11/01/2008	10/31/2009	04/19/2013	04/10/2013	2	2009	v1996	74	174964682	63574990	111389692	73021039	12741894	3234723	75794446	4882	1988	392	14490344	31536	713 EAST ANDERSON ST	WEATHERFORD	TX	76086	PARKER	WEATHERFORD REGIONAL HOSPITAL	16028235	.287725	1194358	-550936	45627893	378400	2642679	72742	16560	5600	1192747	1279070	30514987	70397556	95625650	79130728	14452319	12987527
291053	050008		01/01/2009	12/31/2009	04/19/2013	04/01/2013	2	2009	v1996	96	525359477	172701245	352658232	152365030	62623852	23820848	189519556	3045	1140	231	17246229		CASTRO & DUBOCE STREETS	SAN FRANCISCO	CA	94120	SAN FRANCISCO	CPMC-R.K. DAVIES MEDICAL CENTER		.220199	64040343	49563421	545772044	1781596	298306970	13480561	20123522		212628019	6014177	287034743	135588837	354417040	205137679	20042335	18457589
291058	050264		01/01/2009	12/31/2009	04/19/2013	04/01/2013	2	2009	v1996	93	327655536	69266634	258388902	78572703	56002962	15266277	132374906	4225	2254	523	27758289	7728	13855 EAST 14TH STREET	SAN LEANDRO	CA	94578	ALAMEDA	SAN LEANDRO HOSPITAL	16096979	.22805	909046	1418210	5359473	67578	12359	3077	178485		4927516		12762692	34871820	216073954	106810138	31349746	30170548
291073	190205		09/01/2009	08/31/2010	04/19/2013	04/04/2013	3	2009	v1996	283	743247005	170973887	572273118	162703392	44918277	80524124	424446846	12900	2665	6836	33820890	17381	2810 AMBASSADOR CAFFERY PKWY	LAFAYETTE	LA	70506	LAFAYETTE PARISH	REGIONAL HEALTH SYSTEM OF ACADIANA	33472280	.186451	4093458	40793	62660583	2190568	16126553	2023995	17645876		42415298	3634385	36465159	9234276	560009179	183237826	30942593	28403111
291081	250001		07/01/2009	06/30/2010	04/19/2013	04/03/2013	3	2009	v1996	590	2035661269	662533145	1373128124	699893929	69308000	108799471	954236144	28872	5311	12942	106248653	124796	2500 NORTH STATE STREET	JACKSON	MS	39216	HINDS	UNIV OF MISS MEDICAL CENTER	318456707	.279487	17877891	120917381									224990133	78840862	1130697466	883438125	78915818	73954131
291088	150146		01/01/2009	12/31/2009	04/19/2013	04/12/2013	2	2009	v1996	31	96811991	42446202	54365789	40108111	8364680		18373855	1749	632	179	4002836	6251	401 SAWYER ROAD	KENDALLVILLE	IN	46755-0728	NOBLE	COMMUNITY HOSPTAL OF NOBLE COUNTY  I	8573522	.319642	944379		23866913	1420095	3886306	1087	2041256	79989	7816584		6042646	-1471055	26477331	68257779	4236009	3837988
291120	170120		01/01/2009	12/31/2009	04/19/2013	04/15/2013	2	2009	v1996	54	115028718	52147036	62881682	53166410	5460043	1369447	31927430	2480	1238	415	11921448	26421	SOUTH HIGHWAY 59	PARSONS	KS	67357	LABETTE	LABETTE COUNTY MEDICAL CENTER	6479524	.384763	19950627	4979425	43103093		14719303		4769077		13055363		16380518	7710294	40915609	63736664	11107588	10274423
291122	441305		10/01/2008	09/30/2009	04/19/2013	08/30/2012	2	2009	v1996	25	18518156	10640998	7877158	10861073	966397		4753928	720	462	71			204 MEDICAL DRIVE	LAFAYETTE	TN	37083-0378	MACON	MACON COUNTY GENERAL HOSPITAL				1809987	1271736	64220	1960044	38839	341852		1310153		3980614	903106	6281566	12236590	2197178	
291126	070039		10/01/2008	09/30/2009	04/19/2013	04/09/2013	2	2009	v1996	30	81330339	59918036	21412303	62466829	4161219		9084789	889	636		4160467		22 MASONIC AVENUE	WALLINGFORD	CT	06492	NEW HAVEN	MASONICARE HEALTH CENTER		.714937	13711000	2070	35373151	1432595	31993515		1677552	620186	9975453		9999957	7197353	78769221	2561118	3045998	2957657
291127	330078		01/01/2009	12/31/2009	04/19/2013	04/15/2013	3	2009	v1996	392	471390468	248777504	222612964	245281645	105447535	58171194	125324468	16508	3533	746	35741299	41337	2157 MAIN STREET	BUFFALO	NY	14214	ERIE	SISTERS OF CHARITY HOSPITAL		.465598	6972793	82674653	58130302	617604	19388841	2219550	27309871	30485	18078938		124047366	51777124	306671315	161948079	31215349	29142470
291128	521315		01/01/2009	09/30/2009	04/19/2013	04/10/2013	4	2009	v1996	25	37764283	20249577	17514706	30984266	1564310		4283696	455	196	47			1222 E WOODLAND AVE	BARRON	WI	54812	BARRON	LUTHER MIDELFORT-NORTHLAND	2034728	.74194	535595	4000	6398511	503885	7755103				3306110		6472069	5278810	6681626	31495734	1439836	
291133	140062		01/01/2009	12/31/2009	04/19/2013	04/09/2013	2	2009	v1996	339	986754000	304595000	682159000	299213477	120927000		430883000	18917	10659	469	87500086	78168	12251 S. 80TH AVENUE	PALOS HEIGHTS	IL	60463	COOK	PALOS COMMUNITY HOSPITAL	19519868	.262007	26257377	2349000	145600000	4855000	91639000				98940000		94002000	101832000	561011898	398549243	108104375	103555294
291135	230060		07/01/2009	08/01/2009	04/19/2013	04/15/2013	2	2009	v1996	45	8758939	3767793	4991146	3606557	451899	301772	1986465	166	89	14	843202		1465 E. PARKDALE AVENUE	MANISTEE	MI	49660	MANISTEE	WEST SHORE MEDICAL CENTER		.392527	107980	287460	30340501	694273	12052613				17651842		25923112	8807477	2708040	5229165	875001	789435
291136	281348		05/01/2009	04/30/2010	04/19/2013	04/15/2013	4	2009	v1996	25	20442806	13558777	6884029	13603948	1168029		4556210	450	290	45			WEST HIGHWAY 6 & 34	CAMBRIDGE	NE	69022	FURNAS	TRI VALLEY HEALTH SYSTEM			-10978923	330995	16057291	60460	3160981				4974088		2911212	1509874	7912210	11635632	1478549	
291137	240040		01/01/2009	12/31/2009	04/19/2013	04/09/2013	2	2009	v1996	117	163171630	84236584	78935046	87289605	19648224	7163972	23848045	4297	1401	1223	9703030	6075	750 EAST 34TH STREET	HIBBING	MN	55746	ST. LOUIS	RANGE REGIONAL HEALTH SERVICES		.468845	10098082	3085289	34979185	1077400	13680432	138391	10863643	380218	22046986		20748699	26695716	50660242	89568037	13229860	12498112
291138	240014		01/01/2009	12/31/2009	04/19/2013	04/12/2013	3	2009	v1996	32	116155873	58541797	57614076	59538009	9947491	1231903	22866785	2070	556	306	3545452	3362	2000 NORTH AVENUE	NORTHFIELD	MN	55057-1697	DAKOTA	NORTHFIELD CITY HOSPITAL	258654	.379052	1254645	445332	46164717	79745	11152800		438113		15295805		10543355	12344571	33550506	59552528	4086592	3641146
291144	190001		07/01/2009	06/30/2010	04/19/2013	03/27/2013	2	2009	v1996	42	109974493	52569188	57405305	66649403	5697636	2388324	26713883	3038	967	988	6884162	34498	400 MEMPHIS STREET	BOGALUSA	LA	70429-0040	WASHINGTON	WASHINGTON-ST.TAMMANY MED. CTR.	42061647	.49381	1083317	5686202									15940406	4341089	40270354	69704139	8134956	7791386
291149	193060		01/01/2009	12/31/2009	04/19/2013	04/12/2013	2	2009	v1996	16	2790478	973386	1817092	4104156	2377256		413222	201	171	13			1125 PAUL MALLARD	LULING	LA	70070	ST. CHARLES	ST. CHARLES SPECIALTY REHABILITATION				11504	195872						57729		1131574	1007572	2790478		2544152	2352969
291171	330136		01/01/2009	12/31/2009	04/19/2013	04/15/2013	2	2009	v1996	160	648138418	317158535	330979883	344712645	27483626	47806872	124920380	6955	3671	498	53597594	81318	ONE ATWELL ROAD	COOPERSTOWN	NY	13326	OTSEGO	MARY IMOGENE BASSETT HOSPITAL		.491761	25713706	12912273	132960903	2608205	74569520		3667184		105191819		73924715	34431972	170968715	309889584	35807037	33176383
291205	190257		01/01/2009	12/31/2009	04/19/2013	04/04/2013	2	2009	v1996	12	23587934	10024124	13563810	9071431	630560		6113324	678	202	17	1616704	18461	1200 S. FARMERVILLE STREET	RUSTON	LA	71270-5900	LINCOLN	GREEN CLINIC SURGICAL HOSPITAL  LLC		.408024	568902	845970	6564754		1702479						3214265	2118198	6743884	14525349	1878734	1702820
291207	192030		09/01/2009	08/31/2010	04/19/2013	04/17/2013	4	2009	v1996	31	24244576	8751754	15492822	13122845	24244576			295	207				3601 LOYOLA DRIVE	KENNER	LA	70065	JEFFERSON	ST. THERESA SPECIALTY HOSPITAL				113349	1345467			64155			473410		1893736	4157889	24244576		8206410	6933096
291226	150076		07/01/2009	06/30/2010	04/19/2013	04/19/2013	2	2009	v1996	45	121735693	47342469	74393224	46323982	8785485	3540721	29266504	2370	974	466	7399165		1915 LAKE AVE	PLYMOUTH	IN	46563	MARSHALL	SAINT JOSEPH REG MED CTR-PLY CAMPUS		.299924	3587038	20847722	18341860		20526547			92699	15144937		27684588	3808293	41407239	79429133	7051711	6369689
